Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
2,Insurers,Zurich Life Insurance Malaysia Berhad,"Terrence Chock (Head of Information Security / BISO - Singapore & Indonesia, Zurich Insurance Company Ltd) [CSO30 ASEAN 2025 Business Value Award winner; LinkedIn: hk.linkedin.com/in/terrencechock; Based in Hong Kong, covers Singapore & Indonesia; Malaysia-specific CISO not separately listed. Regional infosec function likely covers Malaysia via group structure. conf 65] [CSO30 ASEAN 2025: cybersecurityinfocus.com/?p=5791]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Timothy William Howell (Executive Director / Head of Finance & CFO Asia Pacific) [Official: Zurich Life Insurance Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.6, conf 95. Appointed Executive Director 1 Nov 2021. Also serves as Board Member for Zurich General Insurance Malaysia Berhad, Zurich Services (HK), Cover-More Group, Zurich Travel Solutions, Zurich Life Insurance Japan.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists Country CEO Junior Cho, Life CEO Pauline Teoh, Takaful CEO Nur Fatihah Mustafa, board directors + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC at management level. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Onn Kien Hoe (Chairman of Audit Committee) [Official: Zurich Life Insurance Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.4,7, conf 95 — board-level oversight, not executive CAE. Chaired all 6/6 Audit Committee meetings in FY2024. INED, Crowe Malaysia partner. No named executive Head of Internal Audit in AR 2024.]"
2,Takaful,Zurich Takaful Malaysia Berhad,"Terrence Chock (Head of Information Security / BISO - Singapore & Indonesia, Zurich Insurance Company Ltd) [Group-level: infosec function shared regionally; CSO30 ASEAN 2025 winner; covers Singapore & Indonesia, Malaysia likely under group structure. conf 60] [CSO30 ASEAN 2025: cybersecurityinfocus.com/?p=5791]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Timothy William Howell (Executive Director / Head of Finance and CFO Asia Pacific) [Official: Zurich Life Insurance Malaysia Berhad AR 2024; Zurich Malaysia leadership page confirms shared governance under Country CEO Junior Cho, confirmed Aug 2026]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Not publicly disclosed on leadership page [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders — as of Jul 2026, conf 30]. Confirmed Jul 2026: Official Our Leaders page (zurich.com.my/about-zurich/the-zurich-story/our-leaders) lists 4 entity CEOs + board + Shariah committee only; no CISO/CRO/Compliance/CIO/GRC disclosed. conf 95 Confirmed Aug 2026 via official Zurich Malaysia leaders page - only CEOs and Board members listed.]","Jan Yoke Lan (Chairperson of Audit Committee) [Official: Zurich Takaful Malaysia Berhad AR 2024 PDF — Corporate Governance Statement p.4,7, conf 95 — board-level oversight, not executive CAE. Chaired Audit Committee (15/16 meetings attended FY2024). INED, former BNM 10 years, former Senior Research Analyst UBS/RHB. No named executive Head of Internal Audit in AR 2024.]"
6,Fintech Registered,iPay88 (M) Sdn Bhd,"Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence) [Parent: NTT DATA Payment Services (formerly GHL Systems Berhad), acquired by NTT DATA Japan]",NOT FOUND [iPay88 does not publicly list C-suite executives beyond CISO (Alex Wah). Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND — iPay88 is a private payment gateway (acquired by NTT Data); CFO not publicly disclosed [conf 85],"Khushwant Singh (Group Chief Risk & Credit Officer, NTT DATA Payment Services - parent co formerly GHL Systems) [Source: LinkedIn linkedin.com/company/nttdataps/, conf 85 - confirmed via CRO Summit 2026 panel & eKYC webinar]",NOT FOUND — iPay88 is a private payment gateway; compliance head not publicly disclosed [conf 85],NOT FOUND [iPay88 does not publicly list C-suite executives beyond CISO (Alex Wah). Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND — iPay88 is a private payment gateway; CAE not publicly disclosed [conf 85]
3,MSBs,iPay88 (Malaysia) Sdn Bhd,Alex Wah,,,,,,
1,Licensed Banks,Bank Muamalat Malaysia Berhad,"Ts. Dr. Ismamuradi Abdul Kadir (CISO, CCISO) [LinkedIn: my.linkedin.com/in/ts-dr-ismamuradi-abdul-kadir-a99099a1; TheOfficialBoard; Cyber Security Professional of The Year 2023; Best CISO of The Year 2025 (5th Annual Cyber Security & Threat Intelligence Summit), conf 90]","Nasha Phedra binti Amin (Head, Legal & Secretarial) [Official: muamalat.com.my]",Amirul Nasir Abdul Rahim (Chief Financial Officer) [Official: muamalat.com.my],Hamidi A Razak (Chief Risk Officer) [Official: muamalat.com.my],Wan Kamarudin Wan Omar (Chief Compliance Officer) [Official: muamalat.com.my],Ts. Megat Mohammad Faisal Khir Johari (Chief Technology Officer) [Official: muamalat.com.my],Faidzuel Bin Zain (Chief Internal Auditor) [Official: muamalat.com.my]
2,Insurers,Sun Life Malaysia Takaful Berhad,NOT FOUND [Confirmed Jul 31 2026: Sun Life Malaysia Takaful 2025 FS (signed 11 Mar 2026) does not name a CISO. Management shared with Sun Life Malaysia Assurance. CISO function at Sun Life Asia level. conf 90],NOT FOUND [Confirmed Jul 31 2026: 2025 FS does not name GRC head. GRC function shared with Sun Life Malaysia Assurance. conf 90],"Ong Le Keat (Chief Financial Officer / Officer primarily responsible for financial management) [Official: Sun Life Malaysia Takaful Berhad 2025 Financial Statement PDF, Statutory Declaration dated 11 March 2026: sunlifemalaysia.com] [conf 100]","Datin K. Komalavalli A/P K.R. Gopal (Board Risk Management Committee Chairperson, Ind. Director, appointed 2 Sep 2022) [Official: Sun Life Malaysia Takaful FS FYE Dec 2025 + Board of Directors page on sunlifemalaysia.com; confidence: HIGH; verified]",NOT FOUND [Confirmed Jul 31 2026: 2025 FS does not name Head of Compliance. Compliance function shared with Sun Life Malaysia Assurance. conf 90],NOT FOUND [Confirmed Jul 31 2026: 2025 FS does not name CIO/CTO. IT function shared with Sun Life Malaysia Assurance. Management team page shows 1 Takaful-specific manager (Noor Azam). conf 90],"Vivien Kusumowardhani (Board Audit Committee Chairperson, Ind. Director, appointed 19 Aug 2022) [Official: Sun Life Malaysia Takaful FS FYE Dec 2025 + Board of Directors page on sunlifemalaysia.com; confidence: HIGH; verified]"
1,Licensed Banks,Bank of America Malaysia Berhad,"NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]","NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]","Nursuzanna binti Nordin (Officer primarily responsible for the financial management of Bank of America Malaysia Berhad) [Official: BAMB FY2025 Annual Report (108pp PDF: business.bofa.com BAMB-FY2025-Final-Publishing.pdf), conf 85]. Previous: Wong Poh Leng [FY2024 Financial Statement].","NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]","NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]","NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]","NOT FOUND [Confirmed Aug 2026 via BAMB FY2025 Annual Report (108pp) + CG Disclosures PY2025 (7pp). Board: Andrew Mark Sill (Chairman, appointed 29 Oct 2025; was ID), Gautam Padmakar Puntambekar (CEO & ED), Donna Chang Wai Kah (ID), Adil Ahmad (ID, appointed 28 Oct 2025). Anthony Lim Choon Eng resigned as Chairman 29 Oct 2025. Board met 8x in FY2025. Senior Management = 8 beneficiaries (9 incl CEO); Other Material Risk Takers = 14. CRO role confirmed by title (certifies incentive plans per CG report) but NOT NAMED. Chief Compliance Officer role confirmed by title but NOT NAMED. BAMB FY2025: Total Assets RM7.85B, Profit RM172.2M, CET1 33.37%.] Confirmed Aug 2026 via BAMB FY2025 Annual Report - only Board and CEO published.]"
192,Development Finance,Credit Guarantee Corporation Malaysia Berhad,"NOT FOUND [No dedicated CISO role listed on CGC Group Management page. CTO Wai Ko-chi may oversee infosec. Official: cgc.com.my/en-us/about/leadership/group-management, conf 90]","NOT FOUND [No dedicated GRC head. Daeng Hafez Arafat Zuhud (General Counsel & Company Secretary) handles legal/governance. Official: cgc.com.my/en-us/about/leadership/group-management, conf 85]","NOT FOUND [No separate CFO role listed among 12 Group Management members. CEO Mohamed Nazri Omar or COO Rahim Raduan may handle finance. Official: cgc.com.my/en-us/about/leadership/group-management, conf 85]","Zarina Osman (Chief Risk Officer) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Uma Mageswary Murugaya (Head, Compliance & Integrity) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Wai Ko-chi (Chief Technology Officer) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Perbagaran Kuppusamy (Chief Internal Auditor) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]"
193,Development Finance,Malaysia Debt Ventures Berhad,NOT FOUND - MDV does not appear to have a dedicated CISO,"Rozita Khamsiah Binti Othman (SVP, Compliance and Governance)",Adrian Khor Yew Meng,Ahmad Shukri Bin Abd Rahman,"Rozita Khamsiah Binti Othman (SVP, Compliance and Governance)","Zuhry Rashid (VP, Technology Research and Advisory)","Norazian Mat Yusup (VP, Internal Audit)"
194,Development Finance,Pengurusan Danaharta Nasional Berhad,"NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]","NOT FOUND [danaharta.com.my domain is a generic blog/directory, not Pengurusan Danaharta Nasional Berhad official site. Official website may be inactive or at different URL. conf 75]"
195,Insurers,AXA Affin General Insurance Berhad,NOT YET RESEARCHED,NOT YET RESEARCHED,NOT YET RESEARCHED,NOT YET RESEARCHED,NOT YET RESEARCHED,NOT YET RESEARCHED,NOT YET RESEARCHED
